Alias,CDM_page_id,CDM_field,Value
drewelowe,4540,,"contact, but as they really are. Under trying circumstances individuals they show their natural stripe. No wonder the physicians are so facil at knowing and so adept of learning people. Medical men have no patience with faked illnesses, and spend no time or energy on these imaginary ills. I have seen the dockers but sensed make-believers have it straight from the shoulder. Such lectures! The advise given couldn't help but penetrate the dullest skulls; the thickets skins. Lectures that could not readily be forgotten. After one such I remarked to one of the doctors, ""No one would ever dare to talk to me that way."" - the way I have heard them talk to a roommate, to a man down the hall, to a youth in the ward. The tactics was unquestionably direct but it is not always so. In the food tests - we remember - methods are more subtle, depending, of course, upon the ease and the result desired.
Patients, as I have observed them, are an extraordinarily strange bunch of people. None more so! - excepting myself, of course. Stomach-achers are even more curious than most of the others.
There was the one, at least - the Mexican bull-fighter - he was known to have slept soundly at St. Mary's. Stomach patients - intense, nervous type, ordinarily but not always get [Nembuctol?] (a sedative) at bedtime to insure proper rest and relaxation. The bull-fighter was reported as having induced several other patients in the ward to trade their Nembutol. How he manipulated this we never quite learned - but the story a good one, I think, is not to be spoiled by idle speculation. The bull-fighter took these several"
drewelowe,4539,,"on my tray. The aspect of it looked somewhat fishy. Scrutinizing it suspiciously, I rang for a dietitian and asked whether the fish was fried.
""Of course not! That fish is baked"" was her unhesitant reply.
""I will take your word for it, however, it certainly looks fried to me. Are you sure it is baked?""
""Yes + quite. Ulcer patients fish is always baked,"" she repeated.
I thought no more of it until distress buckled me up, clamped down, hung on - then, of course, I knew momentarily the fish was to blame. After a night of abdominal torture, not feeling too well, I was lying flat the next morning - something that didn't happen with me very often then. At the appearance of the physicians I cantankerously jumped upon them in one burst of words, ""Somebody lied to me,"" I complained. ""Somebody lied to me otherwise I wouldn't have eaten the fish, and I wouldn't be ill now. The dietitian told me especially the fish was baked. It wasn't baked! It was fried!""
""Jarrie you go to the kitchen and find out whether the fish was fried."" Dr Rivers commanded one of the fellows. Dr. Annis soon returned and announced that the kitchen had repeated the fish baked. ""However,"" I was told, ""the kitchen might have made a mistake in the trays."" I was unconvinced. I know exactly what had happened!
A hospital certainly gives one an opportunity to learn people - not in the usual superficial and artificial manner of social"
drewelowe,4538,,"And yet these men are not sadists - in fact they are far removed from those who would derive pleasure from putting us through the third degree. I have known them to flinch as much at my discomfort as I do. They have moreover been known to be very, very disturbed when they are unable to alleviate distress and have to return a verdict of hopelessness to a patient. They have to know what is wrong before they can prescribe to correct what is out of line. Doctors have to know! ++ I realize all too well that they can only help me by learning me - my idiosyncrasies; my stomach. Science needs evidence!
Another day the cream soup on my tray (half milk and half cream flavored with a vegetable) was flavored with spinach. This vegetable perhaps is the most deadly to me of any I can name. When I had entered the hospital I had told the dietitian I couldn't take spinach, consequently i was quite provoked to find spinach cream soup on my tray. I therefore, took the bowl of soup, jumped out of bed, ran to teh bathroom and dumped the contents. The following morning upon the daily round of the medicine man I informed them. ""A bowl of spinach soup was dished up on my tray yesterday noon. I dumped it into the sewer!"" All ears waited with unmistakable intentness for the answer as Dr Ravens inquired, ""Did you eat it? Did it make you ill?"" ""Oh no! I said I didn't eat it. I dumped it into the sewer!"" I repeated not without relish.
Later I was shoved up to an ambulatory ulcer diet. Upon Friday an inevitable helping of fish appeared"
drewelowe,4537,,"thoroughness and knowledge is what counts. They have both qualities in abundance.
These people, in their unlimited patience, have taken the trouble to learn me as no one else has ever taken the trouble. And because they have learned me and understand fully the stomach situation they are expending every energy, every scientific knowledge to help me get it righted. If unfortunately the going is a bit rough for me in the meantime, I cannot best believe. They know what they do. The methods I once accused as being medievally cruel and tortuous were so only because I am so highly sensitive. Others do not react so sharply or suffer as did I.
There was the one unforgettable day at St. Mary's when I found a few grains of pepper in the bottom of my glass of milk. The half and half it was, was tried so that it came late and was brought into my room when the doctors were in making their morning rounds. I grasped the glass in both hands - announced they might have it if I didn't need it so badly myself, drank deeply, toyed with it and drank, toyed and drank some more. It was only as I neared the bottom of the glass that I discovered the sediment. Unfinished I set the remainder of the milk on the bedside table, but I never have been certain whether a few minute particles get into my stomach or not. I shall never know whether my feelings were hurt more than my stomach but I felt I had been let down. This is the sort of program I would call constructively destructive - with the emphasis on destructive."
drewelowe,4535,,"they seem - for some undefinable reason - unable to adjust their knowledge to new circumstances. To me a one-track mind professes a pathetic inadequacy in ability, plus training, plus imagination, plus discernment, plus analyses. They perhaps have some slight inkling of the wood of which man is constructed; some idea of the physical differences and individual needs; but somehow lack initiative to apply learned sales + everyday life: I have yet to see a dietitian who can manipulate dietary knowledge to a new pattern. My respects to all of them with whom I have come in contact. One must be an original damn fool to be a dietitian!
Long before we had arrived at the comfortable understanding however, that I was to omit foods I couldn't take with impunity, there was a trying guinea-pig ere. I had warned again and again I would never return to St. Mary's I had registered an oath that I was through being experimented upon. Moreover I was strong to performing in order to substantiate put theories; Through being capitalized by the Mayo  Clinic just because my stomach happened to be the most sensitive in the world.
Nevertheless I have returned to the clinic and to ST. Mary's. Not once but often. I have returned to the clinic because there are no other doctors to turn to; no one else to help me. Not without reason have I such unfounded confidence in these men. I have observed them at work and know what they can do. I know how they exhaust every symptom every possible disorder and trace it to its very root. For thoroughness they have no peers - and"
drewelowe,4534,,"during the activation of symptoms, sweets never agree. I have seen a number of patients levelled by a simple corn-starch pudding - I doubt that it ever fails. Another favorite trick is to jump the patient without warning, or by promoting him by the usual easy stages from a first or second week. Sippy diet, to an ambulatory ulcer. That brings about decisive results if there is an ulcer (-as I understand it - . Then sure enough doubling up agents are all very well in determining ulcers but add to them others employed to find out the susceptibility of ""I am a stomach"" it is an endurance test of no small proportions. When the majority of foods are not innocuous, it means days and nights of unforgettable torture.
Since the doctors have discovered the tormenting reactions of this particular organism to many substances, no simple food is ever forced. In fact suggestions are quite contrary - I think - to that given to most individuals, ""Don't try to take anything you can't handle"" and ""Do the best you can about certain food conditions which are not disturbing to you."" indefinitely advised by different physicians. Irritations and discomfort has greatly added to my stomach problem and these factors - they feel - must be avoided if I am to escape from the difficulty.
Dietitians, however, are not very adept at making a distinction between an average and an exception of ease. I have never encountered one who was such a ""nature horse."" They seem to have acquired enough knowledge on a scientifically established diet with proper calories for the normal person. They seem however, to lack an ability to adapt this knowledge to fit other problems. Somehow"
drewelowe,4533,,"Dr. Alvarez had worked for weeks with me as an elimination diet and I responded the first thing by getting very ill on rice. Most everything bothered me and doubled me up time after time - and always we ended upon a blind alley. The stomach doctors admit that a reaction from a food test is not necessarily the same - the reaction to an intermuscular injection of a diminutive quantity of the substance in question - is that in the digestive process when a like substance may be rubbed into the gastric mucous membrane. Therefore sundry methods are employed to gain information in regard to an individual's food problem. There is no end to the trouble they take in an attempt to find a solution to your difficulties.
By having the patient partake of the food directly and thus testing it and noting reactions, physicians can more readily and reliably ascertain results. They can then know whether there is an idiosyncrasy or whether there is a clinical bain or a mechanical reason for disagreement, or merely a patient's dislike for a certain food or a perversity upon an individual's post. In general people aren't merely as allergic as they individually would have us believe they are. Doctors contend that the average allergic case is better off on a liberal diet with possibly but a few exceptions.
Physicians are also able to determine to some degree just short of positive proof the presence of ulcer. Will the presence of a higher hydrocloric acid content in the stomach"
drewelowe,4532,,"In Second Center Medical at St. Mary's tests of all kinds are common affairs and observers are sheep-eyed. In fact surveillance is not relaxed for one minute, one might almost say by day or by night. As a patient I know that not only pulses, temperature, anything pertaining to the physical body was recorded, but every act of mine, every reaction, every stomachache, was likewise watched; every mouthful of food was noted as also that which was rejected. The physicians, figuratively speaking, all but came around with stovewood are hard to enforce hospital discipline from me. To be sure these netted results. My stomach truly made the progress on a strict ulcer regimen; not only in regard to food, but also in the deciphering of my person in establishing habits of rest so essential to stomach improvement.
It is quite unwise to ever let a dietitian know the foods you are unable to eat, for these are noted particularly, - and then that is all you get. These substances are stored out of one in many different forms and disguises. No conscientious physician is going to take your food idiosyncrasies for granted. It is his business to check; observe for himself and make his own deduction.
Food tests are perfunctory. I had been all through all those a year before and had reacted beautifully to almost everything."
drewelowe,4531,,"sensitive - keenly perceiving; keenly analytical; keenly penetrating and quick minded. They know people and are not much fooled by them.
Doctors in the sole factors, upon occasion, almost convincingly pretend to ignore any thing the patient may have to say. A patient is not only not supposed to know nothing about himself, nothing. Not even his symptoms are taken too seriously until they have been proved or disproved by observation and test: Nothing is taken for granted. And yet - despite feigned indifference - physicians are shrewdly aware of the patients' opinion; sharply discerning to any thing that occur.
Physicians so often loathe pertinent questions in banter. In medicine - surgery especially - joking covers a deadly serious business. The more serious a situation may be, the more it is concealed; the more nonchalant, more unconcerned they would appear. However, they are not always able to fool everyone. despite their would be indifference tell-tale give-aways creep into their act. Sometimes this is displayed in a compelling note, an urgent eagerness in questions; sometimes an irrelevant query pops from nowhere into the report or the exchange of friendly conversation. It is almost possible to hear the ""pricking up of ears"" and the abating of breath in the attentive attitudes a patient may surprise in his doctors. The patient is not the only one who may occasionally be then off guard."
drewelowe,4530,,"becomes so obvious, so curiously simplified with knowledge. Mysteries that seemed so baffling upon erstwhile observation often becomes closely discernable to a finely perceptive mind. Oftentimes too the problem may become more and more complex in the same light of greater knowledge, and farther and farther removed from a reasonable solution. This is my type of stomach. It defies explanation.
Even now the search continues. Ideas need to be modified and reconstructed; improvement is striven for; new approaches are sought. Conditions of an organism change. It must either show progress and improvement or else retrogression will landslide what already has been accomplished and won at a price. The quest for truth is an unending one. The rest is on the march and not even the end of life itself shall punctuate the final sentence and add the final period.
Doctors are a great bunch of actors; they are great pretenders. They also rate among the finest psychologists in the world. The research man is just as much a dreamer as I am. Moreover they are opportunists and eagerly make the most of unusual features in a case, and for an act of the ordinary case, [that shoppers?] to be left on their doorstep there is no limit to their patience and interest - it is six hours stable. The very best physicians know medicine inside and out and an ever alertly curious and attentive to all phases and application of the science. Furthermore the finest of them are extraordinarily ""thin-skinned"" and"
drewelowe,4529,,"a matter of matching exact edges and then checking the whole for accuracy of design. Truly the pattern of the puzzle is made legible, until minute bits sit together in mosaic fashion assume formidable proportions.
Imagination applied to matters of personal welfare is not conducive to serenity and composure. It can have thoroughly destructive respects. Therefore I would reiterate it is so much better to know the truth, be it ever so terrifying, of all the facts based on reason. It is better to face these severely and make the necessary adjustments, rather than sidestep acceptance and permit the mind to dwell on outlets to imaginary ills.
(No II) Although there may be an uncomfortable interlude between thinking and knowing - a reasoning human being is bound to find out what is going on. He cannot be helped in complete ignorance indefinitely. We are all in agreement, that the imagination - alive and busy as it is - if given a free reign, will not neglect its opportunities. Facts then intercept untimely interests of imagination.
There can be no certainty to an individual as long as he is lost in a flooding snowstorm; or he is groping his way through a thick clinging curtain of joy. As soon as the mental haze begins to lift, however, and a beam of light penetrates the blur, he is able to distinguish comforting landmarks his peace of mind returns. Only then are we able to relate facts and differentiate between them. Strangely enough the pattern of textures"
drewelowe,4528,,"unrelated and widely scattered which left huge gaps in the information, imagination - of course - supplied the substance of the novels, but not in a manner conducive to a piece of mind.
The uncertainty of not knowing all the related facts of a case is extremely disconcerting. If there are a number of tricks established beyond a doubt, but there is no substantiating evidence to stop the gaps in the chain, how else are the voids to be filled? Naturally the imagination will busy itself and sometimes supply likely ideas and even more frequently perhaps highly improbably answers. The mind of ""I am a Stomach"" is a restless part of a restless individual and toys with possibilities and gyrates with solutions to the unknown. The whole gamut of the imaginably true will line up and force recognition upon the mind. Theoretically some of the suppositions are perfect, but practically, they cannot be made to fit the knowns, nor can they endure checking. Then they must - of course - be discarded for other ideas which may be equally false.
It is only after each possibility however infinitesimal or remote it may have seemed at the beginning, has been closely scrutinized and weighed accordingly and found adequate that it may be added to the partially completed puzzle. Even some such additions may later be found wanting and must be discarded despite their apparently perfect fit. Thus the design is evolved and traced step by step. It is completed by a process of consideration and reasoning"
drewelowe,4527,,"placidity of the surface - and did.
Despite future to detect an ulcer when the storm broke - the storm build of innumberable squalls throughout the years of my existence - I am a contingent throughout the years of my existence - I am a contingent hemorrhagic case. Some of the thunderheads that had amassed - the smokescreens - have been dispelled with a greater food knowledge and applicatory relative personal antipathies; medicines, and above all rest. What he's below, however, is still shrouded in semi-fog. Whatever the trouble the type of treatment beneficial to the one will help all complexities, interdigested as they are.
The tests employed to determine the difficulties of Second-center Medical patients - as I intimated before - mere fantastic in the exhema. They couldn't have been devised by personalities devoid of imagination. It wasn't reasonable that they could be secured as they did. For a number of days, my disbelief was so challenged that I began to think my own faculties had become untrustworthy; that I was truly losing my mind, that I was developing a persecution complex.
Fortunately for me however I could follow the steps the doctors took - and did with great glee, avidly and interest. The understanding the why of it all, the perspective righted itself of its own accord. In the meantime, however, my mind was in a maze of incredulity and not knowing.
From the first there were certain obvious facts but there were also those lesser ones apparently"
drewelowe,4526,,"""pill-taster"" and ""try-outer"" of the Clinic - not a bed capacity really if the reactions weren't so immense. If the new medicines agreed with me, it seemed they were ready for general consumption; if not, then they had to be thrown away or tried on someone else. I however, was the last word, the highest authority.
The most important element in my case, however, was never the absence or the presence of order. It was not even essential to treatment. For there was that other thing that I had been struggling with, that other thing so much bigger, so much more involved, so much more complicated and overpowering. That which embraces more minor ailments and drowns them out by sheer torture. What a blessed relief to have had only one small ulcer rather than the gastric-neurosthenia which clamped down and fastened the torture of the demand on me. Not only has it physically rocked my body with pain; but what is worse, has cruelly tormented me mentally with doubt and fear and wondering.
When I first went to the Clinic for help, I was all too aware of the fact that I had been skating along and whirling about on a very, very thin shell of ice. The very flimsy, not even I had the slightest suspicion. A mere film - it turned out to be - that would bear no more than feather weight. A caressing breeze passing by and touching ever so faintly the gossamer surface might have shattered the"
drewelowe,4525,,"To me it has always seemed logical to think that the reason for any bodily illness or disturbance be determined before it can be corrected or removed in order to reach the health objective. Since, however, causes and effects in this complex case such almost impossible to ascertain completely; since the causes for my strange stomach behavior were not to be isolated and destroyed, my relief had to come otherwise. The long round-about way has had to be pursued for the lone organism - a tedious road of trial and error. No one, however, has ever said die, and we continue to try and try. Somehow I don't make sense, but eventually results must come.
Repeated x-rays of the stomach and duodenum had failed to locate an ulcer. Yet an ulcer couldn't be positively ruled out. X-rays are only about ninety-five percent perfect and admittedly are not foolproof. The gastroscope does not reach the posterior wall of the duodenum. In order to establish clinically then, the presence of ulcer it was necessary to perform certain tests - and these, I will always [illegible], bespeak of medical torture.
The things that transpired at Stroud-center Medical at St. Mary's were absolutely incredible. Too true, I was the favored guinea-pig. Never having had a one like me before it was necessary to test, to experiment, to sort out facts, to reject materials. That was the only approach to a difficult problem and the only way in which I could be helped. What worked like magic for the average of ten proved disasterous for me! Why? Can anyone ever really know. So I became the official"
drewelowe,4524,,"The following morning I was breathing deeply before the widly flying window with its crush of brisk, invigorating Minnesota winter rushing into the room, when the doctors descended upon me in their daily tour of inspection. They however, never caught me in bed until a few days later, on Thanksgiving morning to be exact, after an exceptionally bad night of food-demons and distress. Feeling none too well I had thrown myself, fully dressed to complete to high heels and all, face down on the whitely-smooth bed with feet dangling over the foot board.
""How are you?"" I was questioned.
""I am fine, thank you!""
""Why do you lie on your stomach? Do you feel better that way?"" gently interrogated Dr. Rivers.
""Oh no - but - "" and I pulled myself into an upright position proped against the head of the bed. The grumpy feeling must have been perceptible for the great Rivers firmly but kindly suggested to me before the doctors deposited, ""I think it would be well for you to hop into bed and stay there!"" And thus I so neatly was tucked beneath the covers. Even after the fellows, coming down the hall if they so much as caught me out of bed sang out with an emphatic snapping of fingers. ""Jump into bed. Doctors orders."" By this time I was accustomed to following instructions, my resistance was threadbare, and I was only too willing to settle down to rest. I was mortally weary. So, so weary!"
drewelowe,4523,,"out of sorts, disgruntled, woe begone! nauseated. ""If I have to stay in this place can't that thing be hung away out of sight?"" I demanded. ""Oh I am so sorry. Surely it can be put away,"" replied the little corpulent lady in such apologetic voice. I was heartily ashamed of my early morning display of ill temper.
My blood pressure was taken. I put down into my robe over my ship and was in front of the mirror arranging my coiffeur where a voice boomed through the room, ""She is here, but she isn't in yet,"" and Dr. Rivers with his coterie at Mr D's - House doctors, fellows, visiting physicians, odds and ends, and the staff nurse - burst into the room and draped itself over the chairs and empty bed edges in order to survey the situation.
True enough - I was there, but I wasn't in bed. it was quite a number of days before they managed to get me into bed by slow degrees - before I realized what the bed was for. No one forced me. I was gradually acclimated, and gradually accustomed to the idea. The psychology of these doctors was superb. 
The second morning the doctors found me all dressed up in pajamas before my improvised easel - in an old-time rocking chair in front of the tall broad windows. The bedside table was rigged up and tabled to the proper angle and made an excellent easel. There I was playing my trade to be sure. Watercolor! How exciting!
""Now what have we here?"" they demanded to know."
drewelowe,4522,,"Mar 1937
After the regular routine and general examinations the x-rays and the gastroscopy had been completed and the diagnosis clicked. Dr. Rivers gave me an admission card to St Mary's Hospital on Thursday afternoon with the statement, ""I will see you at St. Mary's in the morning."" Normal man reported right away when he was sent to the hospital, but I had some shopping to do and my snacking in preparation for incarceration. Then too I reasoned, I would get there bright and early in the morning before the doctors appeared - and sleeping would perhaps be much more comfortable and vastly cheaper where I was.
So I arose early, breakfasted, pulled myself together and taxied to St. Mary's, the day still comfortably young for a hospital. The place looked especially uninviting in early morning disarray - the old ring which was second-center Medical for so long. On this particular morning it looked especially unusually dark and dismal and old. The gloom was depressing. As usual, too beds were at a premium, the place was crowded, but I finally managed to find an [illegible]-bed in a double room with a diabetic. There was no single room! Diabetics usually are chose and this roommate was no exception. Her arms were festoons of fab from shoulder to elbow, from elbow to wrist - a series of loops + fingertips. Her not too tidy or too tiny corset - the old fashioned kind with all the stays and lacings - was thrown over the back of an old rocker of about the same vintage. I was"
drewelowe,4521,,"you were born with then. If it were medically possible for us physicians to change you, we would not do so because you would be the loser. The advantages gained would not compensate for the losses.""
And again, ""If we could change your physical characteristics, the bio-diversity of the organism and make you dull and stupid, you would have no allergies. However, you wouldn't be you.""
""If it were possible to change the fine sensitivities for a more comfortable make-up, implying by comfortable - dull-witted, you would be free from allergies. It is your artistic temperament that makes you what you are and we would not change that. You are the people who make the world go around.""
""Moreover,"" he said, ""you must absolutely realize your boundaries and confine yourself to them - stop before a crash and go to bed periodically to store up another amount of energy and reserve to draw upon. You are physically incapable of maintaining the average page. From your life must be eliminated all annoyances and irritations. Since it is impossible to change you, your environment shall have to have alternatives. Furthermore, you shall have + live like a hermit."""
drewelowe,398,,"And this is what attracted my eager eye. And who was I to bypass this fishman charm, his [of gear]. [Sloeeding] in a pool hightighted the indelible come on door. Wow! The setting of the [Geaee]  of the [Cowe] was empelling, the velvety"
pioneers,3375,fula,Senate Febr 1st 49 Sir - Send me 6 copies [illegible] of your paper of [today?]. Geo W Jones [illegible]
pioneers,3360,fula,"the chisel hammer. This 
uninjured by the action
of water, frost or fire   is
the matenal, in my opinion
out of which the custom House
should be made.

    Very Respectfully,
       Your obt Servant
          of need
            Geo. W. Jones"
pioneers,3340,fula,"Dear Globe - Please send 
one copy of the Semi-weekly Globe to John M. Stockdale at Fort Dodge, Iowa, for one year - Charge the same to my [asc?] and send a rect for Mr Stockdale - oblige, Yours Respectfully, Geo. W. Jones of Iowa 
Feb 7, 1858"
iwai,7191,hidden,"Wed. Febr 6-1923 the Executive Board of the I.L.of W. Voters met at the call of the President Mrs Daniels in regular business session with the following officers present: Mrs Clark Daniels, President, Des Moines. Mrs Max Mayer, 2nd Vice "", "". Mrs Clarence Knutson, Sec. residing in Des Moines for the present. Mrs Robert Jackson, Treas. , Des Moines. The Treasurer gave her report, the amount on hand February 1 - $399.50 This report was from Jan 1 1924 to Febr. 1 - 1924. Motion prevailed to accept this report. Bills allowed were $68.68 Mrs Mayer moved that $400. be sent to the National. Motion seconded and carried. Four $100. pledges were reported as follows to the National Mrs N.M. Willchinske $100. Mr Morris Sidney Mandelbaum $100. Mrs Florence Koch $100. L.L.W. Voters $100. No further business appearing the Board adjourned. Hazel Wood Knutson, Sec."
iwai,7192,hidden,"Febr 11, 1924 the Board of Directors of the I.L.W.Voters met in regular session at the call of the President one o'clock at the Iowa Headquarters 507 Shopps Bldg. with the following officers present. President - Mrs Clark Daniels, Des Moines. Treas - Mrs Robert Jackson, "". Chr of International Co-op to Prevent War - Mrs Fred Hunter "". Chr of Uniform Laws - Miss Leffert. "" . Organizer - Mrs I.H. Tomlinson. Social Hygiene - Miss Anna M. Drake. Secretary - Mrs Clarence Knutson. The Secretary reported copies of the Jan 15 - 1924 Board meeting had been sent out to 15 Board members who were not present at that meeting. The Treasurer reported $156-69 on hand. Mrs Tomlinson moved that the report be accepted, seconed by Mrs Hunter. Motion carried. A letter was read from Mrs Sam Wolf of Charles City chairman of Finance relative to the raising of the money pledged to the National L of W. Voters. Mrs Tomlinson moved that the amounts of $156.24 in the Commercial Savings Bank remaining for the Finance drive be sent to Mrs Wolf. Motion was seconded by Mrs Hunter and carried. Bills presented $4.00 Mrs Tomlinson moved that the bill of $4.00 be allowed. Motion seconded by Miss Drake and carried."
iwai,7193,hidden,"Mrs I.H. Tomlinson spoke of her work as Organizer and gave the following report. Trip to Gilman via Marshalltown ..... Total expense $10.75  Talk Friday P.M. 20th Century Club, ""Present Status of Women."" forty minutes, home of Mrs Perry, fifteen present, all sold to League of Women Voters.  Sat P.M. Methodist Church 2:30 History and Purpose of League, 45 minutes. Rep of P.T.A., F.B.W.C. Auxiliary Legion, and 20th Century Club. Present about forty. Unanimous vote to organize. Half dozen very favorable affirmative talks on the motion to organize. No opposition. Officers chosen, splendid young married women, college training. Present, Mrs Fannie Tone, wife of Supt. of Schools, former teacher, W.C. 1st Vice "" , Mrs Gertrude Darrah, wife of Hardware merchant, former librarian, Am. Legion and 20th Century. 2nd Vice President, Mrs Grace, wife of farmer, former Grad. nurse F.B. & P.T.A.Secretary & Treasurer Mrs Paul East, wife of bank cashier, now teaching, 20th Century and P.T.A. Fine list of prospective committee chairmen. Date and place of next meeting, 2nd Monday eve, School House. Executive Committee next Wednesday at President's home. Speaker, Judge Cummins, Marshalltown on ""Property and Personal Rights of Women"". Chairman of this committee, Mrs Berthelson, Norweigan and rare character. Suggest the name of the H.P. Mead, 107 W. Church Street, Marshalltown, Iowa possible District Director of Fifth District. Mrs R.J. Schillingar assisted in organizing."
iwai,7194,hidden,"Mrs Hunter moved that Mrs Tomlinson's expense of $10.75 be allowed. Miss Leffert seconded the motion. Motion carried. Mrs Hunter announced that she had spoken at Gilmore City [twice?]. No further business appearing, the Board of Directors adjourned to meet Febr 19 - 1924. (Mrs) Hazel Wood Knutson, Sec'y. appr."
iwai,7195,hidden,"February 19 - 1924. The Board of Directors of the I.L.of W. Voters met in regular session at the call of the President at Headquarters 507 Shopps Building with the following members present - President - Mrs Clark Daniels, Des Moines. 2nd Vice President - Mrs Max Mayer, Des Moines. Secretary - Mrs Clarence Knutson, Clear Lake. State Chr. of International Co-operation To Prevent War - Mrs Fred Hunter, Des Moines.. Organizer - Mrs I.H. Tomlinson, Des Moines. Parliamentarian - Mrs Blanchard. The minutes of February 11- 1924 were read and approved. The report of the Treasurer Mrs Jackson was read and approved. Balance on hand ... $357.64  Per capita dues paid - - Nov 14 - - Keota League $1.00 Dec. Grinnell League (Officers not elected) $1.50  Jan. 25 Mason City League by Edith Ride ... $7.00  Quota - - Nov 1 --- Jefferson County League by Mrs Bock to Mrs Tomlinson $25.00  Feb. 19 --- Mahaska County League by Mrs Orvis $25.00"
iwai,7197,hidden,"Mrs Mayer moved that we send $200. for 2 sustaining memberships to the National League. Motion was seconded by Mrs Hunter. Motion carried. Bills for current expenses amounting to $29.00 were read. Mrs Hunter moved that these bills be allowed and an order drawn for same. Motion was seconded by Mrs Mayer. Motion carried. Mrs I.H. Tomlinson, State Organizer, reported as follows: Tentative dates for 4th District, March 11, Mitchell County. Osage, afternoon sponsored by Delphians and clubs. Purpose, organization. Mrs A.A. Kugler (lawyer's wife)  Nashua, Chickasaw County  New Hampton, "" ""  Calmar, Winnishiek County. Above are other prospects that could be made at the time of trip to Osage with change of future organization. Probable expense not to exceed, $25.00. Please allow this if you wish me to go. I find it almost impossible to absolutely sell the idea and tie up a a completed organization in one day or session. Follow-up work is needed, hence the desirability of having various teams of workers. Feb. 21 --- Bloomfield Township League Luncheon. Talk ""Immigration"", forty minutes. About thirty-five present. Many questions asked on pending legislation, faxes, etc. Contributed fifty cents to League ""quilt fund"". Car fare, $.14. Total expenses $.64. Report Expenses State Organizer  Feb. 25, 1924 ----- 7:20 P.M. To Forest City, fare...$5.68  Berth, Lower 6 --Car #3...3.00 Taxi, Des Moines...  .65 Taxi, Forest City... .50  Tip, Porter Pullman... .25 Tip, "" Notel... .25  Feb. 26, 1924 Breakfst & tip... .50 No luncheon  Telehpones, four calls... 1.70  Dinner... .60  Feb 27, 1924 Breakfast... .10  Hotel, 2 nights ($1.75)... 3.50  Tip, maid... .25  Fare to Garner, self & Blake... .88  Mrs Pritchard, hostess, no meals or taxi. Fare from Mason City, to Des Moines... 4.40  Taxi, Des Moines... .65 Total $22.91  Feb. 26. Afternoon meeting, F.C. Womens Club. About twenty minute talk on League. About 50 present. Evening meeting Court Room F.C. about forty-five minutes, forty present. Feb. 27 Motion to organize League. Afternoon, Garner, Sager Hall, 40 present, 30 minutes, 15 minutes, Blake. Strong desire for organization"
iwai,7198,hidden,"Mrs Fred Hunter, chairman of the committee on International Co-operation to Prevent War reported on the work done in regard to the World Court Petitions. Mrs A.B. Pugh a member of the Polk County League of Women Voters took charge of sending out 250 of the new World Court petitions to interested person as prepared by the League of nations Non-Partison Association. All petitions sent [own?] by the various organizations as W.C.J.V., Federated Clubs etc some 10000 in all when signed will be returned to the I.L.W.V Hdq. and sent by them to the National headquarters. This final work to be done by Mrs Jay Tone. Mrs Max Mayer, chairman of the committee on American citizenship reported that she had asked Dr. Moorehouse, President of Drake University to put in to the summer session, a summer Institution on Citizenship training and that Mrs Mayer in conjunction with Mrs Ida B. Wise Smith, President of the State W.C.J.V will suggest a course of study on citizenship. Also a request will be made of every college in the state having a summer session to put in a similar Institute. A letter from Mrs Shaley of  on boat to South America was read Last Bulletin ordered sent to her. The President asked Mrs Blanchard to talk of the call for a special Convention to amend the Constitution. Mrs Mayer moved that the words ""and a director from each Congressional District"", in Art. 1 Sec 4 be left in the Constitution, Mrs Tomlinson seconded the motion. Motion carried. Mrs Mayer moved that in Art. 6, Section 4 - after the word ""appoint"", insert the words, ""a state organizer and."" Mrs Hunter seconded the motion. Motion carried. Mrs Hunter moved that in Art 6, Section 5 -- insert after the word ""committee"" the"
iwai,7199,hidden,"words ""Finance Chairman."" Mrs Mayer moved that in Art. 7, Section 1- Strike out the words ""Oct or Nov."" and insert the words ""March or April."" Mrs Tomlinson seconded the motion. Motion carried. Mrs Tomlinson moved that in Art 8 Sec 1. Insert the words ""Finance Chairman"" after the word ""Committees."" Mrs Hunter seconded the motion. Motion carried. Mrs Hunter moved that in Art 11 Section 1 to strike out the words ""at least"" and strike out the words ""at such time and place as the president may designate"" and insert the words ""one immediately following the annual Convention, one in October, and one immediately preceeding the annual Convention. Mrs Mayer seconded the motion. Motion carried. Mrs Mayer moved to strike out the words ""state headquarters"" in Art 12 Sec 2 and insert the words ""finance chairman."" Mrs Tomlinson seconded the motion. Motion carried. Mrs Tomlinson moved to strike out the words ""Board of Directors"" in Art 12 Sec 2 and insert the words ""Executive Committtee"". Mrs Hunter seconded the motion. Motion carried. A splendid letter was read from the third Vice President, Mrs Passig. No further business the Board adjourned. Hazel Wood Knutson, Recording Sec'y."
